text,pos,neg,distance
조걸 아버지 뭔가 조걸이랑 되게 닮았다... 당연한 소리인데 웹툰이라고 생각하니 이렇게 닮게 그리는 것도 쉽지 않겠다는 생각이 문득 들어버리네,1,0,1
아니 쿠키쓰게좀해달라고!! 제발!!!!,0,0,0
나두 고아다.,0,0,0
허겁지겁 웹툰을 실행하고 제일먼저 들어와 보니 휴재한주 더 기다리고 본 오늘 저번주 휴재가 너무 밉다ㅠ 내 한주 어디갔어,0,0,0
누구앞이든 한결같은 청명이,0,0,0
머야 동룡아 왜 니맘대로야,0,0,0
조걸 집안.. 가족사이 훈훈하잖아요,0,1,-1
이번화 그림이 너무 성의가 없는데 아무도 언급이 없네..,1,8,-7
화산 찾아간 홍대광 4주째 실종..작가님 홍대광 잊으신거 아니죠..??,0,0,0
조걸이 잘생겨보여.. 감자중에 젤 잘생겼지...머리 올리니깐 도련님 같다 물론 진짜 도련님이지만...,0,0,0
한사람 빼는게 청명이일줄 알았는데 실눈캐가 빠졌네요. 왜 그런지 아시는 분,0,1,-1
제발 쿠키 2배줄테니 한편만 더 보여쥬세여 제발,0,0,0
아니 사형 그걸 왜 백천 사형이 정해,0,0,0
예? 안간다뇨,0,0,0
휴재하자마자 정주행해보렸고,0,0,0
조걸은 운남에 데려가지 않겠습니다. 제 마음 속에 넣어서 간직하겠습니다❤️후욱 후욱..❤️,1,1,0
화귀가 늦어서 다른무협웹툰을 보기 시작함...ㅠㅠ화귀를 너무 일찍 알았어.. 한 오년후쯤 알았다면 좋았을텐데,0,0,0
사형... 청명이는 절대 혼자 놔두고 가지않아... 술병으로 뚝배기 깨지고싶은거야...??,0,0,0
보다가 거의 다 본줄 알았는데 반밖에 안봤다.. 요즘 분량 미쳐써요 진짜 ㅠㅠㅠㅠ,0,0,0
아 조걸 이마까니까 진짜 잘생겨보인다,2,0,2
아 지금 봤는데 조걸이 슬쩍 옷매무새 정리해서 가슴팍 가리는 거 왜케 웃기냐 ㅋㅋㅋㅋㅋㅋ,3,1,2
머리 묶으니까 조걸 못알아봤다,0,0,0
조걸 이렇게 통수를 맞나,0,0,0
리코팀 최고다👍 와 무슨..한주 휴재했다고 2시간일찍오는 센스하며 분량 머선일...와우..와우,1,0,1
헌앙하다 뜻 찾아본 1인,0,0,0
여기 애들 얼굴 진짜 막 씀,0,0,0
이번에 조걸 진짜 멋있다... 반하겠네,2,0,2
힝 긴데 짧아,1,0,1
이설 진짜 몇달만의 대사냨ㅋㅋㅋㅋㅋ,1,0,1
아나...이럼 나 소설 또 정주행 해야 하는데... 한번 보면 섬나라까지 또 가야하는데...,1,0,1
트리플고아,0,0,0
오늘도 청명이는 청명 했다.,0,0,0
궁금한게 있습니다 청명이 2대 제자들 들보다 많이 강하잖아요 2대3대 훈련도 시켜주고 하는데 청명은1대 제자로 승급 안된건가요? 아니면 승급심사가 몇년에 한번 이런씩으로 정해저 있는걸까요 3대에서 1대로 승급못하는 건가요?,0,1,-1
소단주 걸이 옷이 왜 저래ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
아 넌 또 왜 그래!!!,0,0,0
한명만 빼면 안됩니까 ㅋㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋ,2,0,2
ㄹㅇ 그래도 사문인데 안 망할정도만은 원조 해줘도 되잔아...,1,0,1
조걸:청명이만 없으면 허락 쌉가능백천:대려가지 않겠습니다 조걸:???,0,0,0
한편 더 줘ㅠ,0,0,0
이름부터가 산적인데요,0,0,0
와 분량!! 역시 ㅋㅋㅋ 조걸 혼자 좋은 허리끈,0,0,0
나는 청명이 뽈에 계란두개있는것밖에 안보임 먹는것도 어케 저리 잘먹을까 우리복덩이청명♡,1,0,1
아..저 여자애도 고아였구나....ㅎㅎ,0,0,0
아 진짜 개재밋다 담주 어떡해 ㅅ 너무기대돼,0,0,0
나중에 설이 아버지 나오나 했는데ㅠㅠㅠ,1,0,1
엌ㅋㅋㅋㅋㅋ,0,0,0
너무재밋다ㅜㅡㅜ,0,0,0
조걸이 머리 세팅하니깐 잘생ㄱ겻,0,0,0
하... 쿠키 없어서 유료 결제 안하고 참아보려다가 이쯤이면 ㅎㅎ 대결하고 있겠지? 해서 부랴부랴 쿠키 구웠는데 아직 거기까지 안가서 좀 아쉽지만... 좀만 더 존버하자... 한... 3회 정도면 되겠다,0,1,-1
화산귀환은 진짜 전설이자 신화다,2,0,2
이게아닌데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
중간고사 D-1. 최고의 선택,0,0,0
못간다고.????????,0,0,0
3고아 1가출인ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 개웃기네,0,0,0
드디어 ㅋㅋㅋ 그(?) 가문하고 이어지는걸 보는건가!?!?,0,0,0
.,0,0,0
그게 무슨 소리니 동룡동룡아,0,0,0
그래서 한편 더줄꺼에요 안줄꺼에요!현기증 난단말이에요.,0,0,0
아씨 이거 21시에.올라옴????? 나 왜 지금본거냐,0,0,0
진짜 소설 볼 때마다 느끼는 건데 웹툰 작가님 고민이 많으실듯ㅋㅋ,0,0,0
청명이 무례함이 도를 넘넼ㅋㅋㅋㅋㅋㅋ 하필 쎈 놈이 저러니까 더 킹받아,0,0,0
조걸 즐라탄 머리하고 한동안 못알아봄,0,0,0
조걸 갑자기 왜 수염생김?ㅋㅋ,0,0,0
조걸아 넌 화산 내무부장관이다집에 갈 생각 접도록ㅋㅋ,0,0,0
보통은 안된다고 강제로 가둬 둘텐데 이걸 허락해 주시네 상회가 큰 이유가 있다 ㄹㅇ,0,0,0
"당연히 썸네일이 아버지인줄.......,... 아니 근데 조걸이 헌양?해보임... 도련님 티가 난다",0,0,0
청명이 신룡 되기도 전 애기시절 진짜 오랜만에 본다ㅜㅠㅠ 외관만큼은 진짜 어린애엿구나,0,0,0
조걸이 원래 저런 애였다니...,0,0,0
이놈들 왜 점점 청명이화되고 있냐.. 이것들아 아냐 그러지마..,0,0,0
그건 정답이 아닌것 같다 이누마...,0,0,0
썸네일보고 3초간 뇌가 멈춤,0,0,0
가출인은 누구..?,0,0,0
와우,0,0,0
3고아 1가출인이라 롤할 때 우리 팀원이군요,0,0,0
누군 다시태어나보니 거지굴이래 ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,0,2
다같이 식사하는 장면보니까 청명이 접시 빼고 다들 야채랑 고기 골고루 담았네요ㅋㅋ 디테일👍👍,3,0,3
아니 썸낼 당연히 걸이 아빤줄 알았는데....,0,1,-1
??:저 애가 화산신룡입니다???:으아닛?,0,0,0
조 승상,0,0,0
중간끝나고 보는 화산귀환 ㅈㄴ 달다,2,0,2
걸이 왜 잘생겨보이냐,0,0,0
태어나 보니 고아 > 윤종부활하니 거지 > 청명 아버지가 맛이감 > 유이설 형이 진금룡 > 백천,3,0,3
걸이 도련님이야... 귀여워,0,0,0
어이구 우리 동룡이 이제 청명이 머리채도 잡을 줄 알고 다컸네 다컸어. 청명화 90퍼센트정도 진행된 것 같네. 너무 기쁘다.,0,0,0
아니 청명이 셀프디스랑 백천 계속 디스하는거 개웃기넼ㅋㅋㅋㅋㅋㅋ,0,0,0
모르는 사람들을 위해 준비했다헌앙하다 軒昂하다 1. 풍채가 좋고 의기가 당당하다. 2. 너그럽고 인색하지 아니하다,2,0,2
아니 왜 우리 청명이가 언제부터 원라 저런 아이였던거지,0,0,0
헌앙하다 뜻 찾아봤으면 개추 ㅋㅋ,3,0,3
작가님 약속의 11시가 넘었는데 어떻게 된거죠?,0,0,0
9시에 알람 너무 설레잖아요...,0,0,0
"뜬금없지만 전독시에 이런거 나오면 좋겠다[성좌,매화검존이 자신의 후대들을 바라봅니다.]",0,2,-2
조걸이 진짜 딴사람 같긴하네ㅋㅋㅋㅋ,0,0,0
삼총관님 화종지회에서 개털린 장로님이랑 닮았는데 사촌인가...,0,0,0
"평소 한마디 안하는 유이설 입에서 ""기만자"" 가 나왔습니다!!",0,0,0
..2개 올려주셔야 하는거 아님???,2,4,-2
미친 조걸 머리 뭐야 ㅋㅋㅋㅋㅋ,0,0,0
당잔 캐디 기대할게요,0,2,-2
조걸이 가슴 여미는 것 좀 봐 ㅋㅋ큐ㅠㅠ,0,1,-1
황종의 의문의 1패,2,1,1
아닠ㅋㅋㅋㅋ 조걸 진짜 어머니반 아버지반 정직하게 섞어놓은것초럼 생겻넼ㅋㅋㅋㅋ,3,1,2
오랜만에 보는 아가 청명이 너무 귀엽다...,0,0,0
아!!!!!!!!!! 두시간 손해봤어!!!!!!!!!!! 아;;;;; 짜증나니까 별점 10점 가지고 꺼지세요;;,2,2,0
은하상단 단주가 조걸보고 장사치의 눈이 있다고 한게떡밥이였구나?,2,1,1
흐즈믈르그,0,0,0
청명아 침 좀 닦아 ㅋㅋㅋ,0,1,-1
아 진짜 개 재밌다고ㅋㅋㅋㅋ,0,0,0
안올라오네,0,0,0
흐즈믈르그 ㅋㅋㅋㅋㅋ,0,0,0
조걸이 혼자 다 설득했는데 백천이 앙대시전 ㅋㅋ,0,0,0
하 여친이랑 소고기 먹다가 알람떠서 화장실 왔잖아.,3,1,2
유이설 청명한테 동조하면서 한번씩 거드는거 ㅈㄴ웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,1,1
전설의 '그' 대사가 돌아온다,2,1,1
내일 또 올라오죠?,1,1,0
2개 줘 벜벅,1,1,0
조걸면상=깡촌상,1,1,0
조걸 머리묶은거 보니까 그 전 머리 기억 안남 ㅋㅋ,4,1,3
"하루는 화산귀환, 하루는 전독시 번걸아 가면서 휴재라니 ㅜ",0,2,-2
걸아 오늘 좀.... 그 낯설다?,1,1,0
걸이도 머리만 만지면 산적에서 도련님으로 변하는 얼굴이였구나....,4,1,3
3고아 1가출인 미치겠네 진짴ㅋㅋㅋㅋ,2,1,1
통했다,0,0,0
쿠키 준비하게요. 수요 웹툰 전 에피타이저로 지금올리신거네. 어서 본방 시작하시죠?,1,1,0
조걸 상의 여민거 파워어색해!!,0,0,0
아버지 입장에서는 군대 간 아들이 말뚝 박겠다고 한거지 지금..,0,0,0
오늘도 잘 보겠습니다!,0,0,0
아니 조걸 또 머리 묶으니까 부잣집 아들 같네?,2,1,1
당가 안나왔네 아쉽당...,1,1,0
리코팀이실수인척하고딱한편만더던져줬으면좋겠다,12,1,11
이 정도면 고아 귀환인데..?,1,1,0
걸이 진짜 어머니 아버님 딱 반반씩 섞어놨섴ㅋ쿠쿠쿸ㅋㅋㅋ 정직한 유전자,4,0,4
아 지금 뭐라도 싸야 베댓가는데;;,1,0,1
드디어 드디어 드디어 내 삶에 의자가 돌아왔다,1,0,1
여러분 리코팀 공식 트위터에 가시면 아기조걸 감자를 보실수있숩니다!!!! 얼른 보러가세요!!!,1,0,1
헌앙하다 : 풍채가 좋고 의기가 당당하다.,1,0,1
고아가 많아ㅠㅠ,1,0,1
동행자보고 결정하겠다니까 바로 위기 감지한 조걸 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3,0,3
썸네일당연히조걸아빠인줄알았는데 걍 수염붙인조걸이었음,0,0,0
와 이시간에 업뎃이라고?? 미쳤다.. 11시에 하나 더 기대해볼게요 ㅋㅋㅋ,2,0,2
곧 다음화 올라오는거죠?,2,0,2
아아아아아아아악 실수로 1점 줬어아아아아아아아아아아ㅏㅏㅏㅏㅏㅏ10만점인데 빌어먹을 내 손가락아아아아아아아어아아아ㅏㅏㅏㅏ,0,4,-4
설마 11시에 한화 더나오는거아니지?,2,0,2
걸이 머리올린거 보니 잘어울리네;;당황..,1,0,1
"사해상단 집사가 종남 장로 닮았다고 생각하는건 나쁜인가?그리고, 조걸 아버님은 상단에서 마공쓰다가 붙잡힌 놈같음. 단역이들이 돌고도는것인가 ㅎ",1,1,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아기감자때 얼굴이 고대로 남아있군아,1,0,1
아니 그래서 오늘 한편 더 나오면 안되는거에요?,0,0,0
전번화에서 나온것처럼 진짜 생재를 타고났네 그 짧은시간동안 차 유통을 확인하고 최소한의교류를하고있다는 결과값을 도출해 내노ㅋㅋㅋ,0,0,0
갑자기?,0,0,0
리코팀 인스타에 어린 조걸 일러스트 올라왔어요개귀여워요 다들 보세요,1,0,1
유이설은 아빠 있지 않나?,0,0,0
오피셜 떳다 ㅋㅋㅋㅋ 감사합니다ㅡㅠㅠ 이따 11시에 하나 더 올라온데요!!ㄷㄷ 외ㅡ이ㅡ아아아앙ㅇㅇㅇㅇ 퓨ㅠㅠㅠㅠㅡㅇ,0,1,-1
그나저나 조걸이 2년전 청명 회상하는 장면에서 청명이가 너무 순수하게 그려졌는데요....,3,0,3
걸이 진짜 상인으로서의 재능이 있는데? 저건 언제 본겨,1,0,1
혹시 조걸이 가겠다고 고집 부리면 조건으로 청명을 상대로 단 한번이라도 유효타를 쳐라 같은걸 거는건가?,0,0,0
조걸아 너 옛날에 내가 빠삐코 꼬다리 준거 기억해?,1,0,1
와 오늘 분량 ㅎㅎ 조걸이 머리 올리니까 달라보이넹,0,0,0
아직 수요일 아닌데 이따가 하나 더 올려주시는거죠?ㅋㅋ,1,0,1
시험망하고 보는 화귀..쌈@뽕하네요,0,0,0
시험기간에 보니까 재미가 있는데 성적은 재밌지가 않아요.,0,0,0
머리가 문제네~~,0,0,0
또 꼴보니까 운남에서 1년반 있다가 휴재내고 1년동안 쉬다가 쳐 오겠네 ㅋㅋ,0,7,-7
이야... 진짜 화요웹툰인줄,0,0,0
오늘도 너무 재밌고 ㅋㅋ,0,0,0
분량은 칭찬해,0,0,0
조걸 부자였구나 부럽다,0,0,0
왜?,0,0,0
어허이 이러면 캐슬은 뭐가돼,0,0,0
화산5 부잣집 도련님들과 고아들로 극명하게 갈리는 거 개웃김 애들이 부잣집 도련님들 도련놈들로 취급해ㅌㅋㅋㅋㅋㅋㅋ,3,0,3
10시인데..?,0,0,0
머리 올린거 순간 조걸아닌줄..ㅋㅋ,0,0,0
예상 밖의 시간에 올라 와서 매크로도 안 보이는 건가? 댓글 깨끗하고 베댓도 정상적으로 보이니까 너무 좋다,1,0,1
조걸이 청명이 만나기전에는 그래도 귀염뽀짝해보였는데 지금은 삵았지... 얼굴에 삶이 묻어나...,0,0,0
걸이 부모님이랑 걸이랑 혁대 모양세가 유사한데 가족 맞춤템이였니 걸아?,0,0,0
시간 확인하고 왔다...,0,0,0
청명이 백천 계속 갈구는거 개웃기네 ㅋㅋㅋㅋㅋㅋ,1,0,1
아니 머리 정돈하니까 봐줄만한데?,0,0,0
걸이 청명이 발로 차고 많이 컸네,0,0,0
아니미친 조걸 머리 여매놓으니까 왜케 잘생겨졌냨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 못알아볼뻔,0,0,0
상인으로서 합류를 시켜 보내겠다는 말을 하겠지?,1,0,1
백천 그렇게 안 봤는데 의리가 부족하다,1,0,1
데려가진 않고 뺘앗아 가겠습니다,0,0,0
1명만 빼고랴ㅠㅠㅠㅠㅠㅠ,0,0,0
조걸이네 아부지는 가로 어무니는 세로 아들은 가로세로(?),2,0,2
뭐야 11시인줄알고 다른 웹툰들이 휴재인줄 알았더니 아직 10시였네요?? 작가님 낚시 실력이...ㄷㄷ,0,0,0
쿡키,0,0,0
청명이 숨쉬듯 백천 까는게 겁나 웃기네ㅋㅋㅋㅋ,0,0,0
조걸엄마 유압 프레스 에눌림?,0,0,0
조걸 머리 올린 거 왜 아무도 언급 안함..???,0,0,0
조걸이 소단주 됐을 때도 옷 안 여미냐고ㅋㅋㅋㅋㅋㅋㅋ,0,0,0
진짜 벌써 11신줄알았자나,0,0,0
이번 에피소드는 조걸의 캐리를 보여주는 장면인가보누,1,0,1
내 2주 돌려줘 너무 짧잖아! ㅠㅠㅠㅠ,0,0,0
오늘 분량 혜자다,2,0,2
다음화는 11시에 올라오는 거죠?,2,0,2
하아... 휴재각이 보이는구만,0,0,0
11시되면 한 화 더 올라오는거죠? 그리 알겠습니다.,0,0,0
조걸 너.. 낯설다,0,0,0
아니 무슨 화요웹툰이냐고욬ㅋㅋ,0,0,0
아 걸이 도중에 사라진 줄 알았는데 머리스타일 바꿧구나?? 난 걸이 형도 화산 제자여서 도복 입은 줄 알았는데 머리 하나로 저렇게 달라보이네ㅋㅋ,0,0,0
이건 저번주 화이니깐 이번주 꺼는 11시에 다시 올리나?? ㅎㅎㅎㅎㅎㅎ,0,0,0
리코님 조연에 왜이렇게 정성쏟은거...조걸 진짜 묘하게 부모님 둘다 닮았네 ㅋㅋㅋㅋㅋㅋ,2,0,2
그니까 건강상문제로 군면제인 친구가 굳이굳이 고집해서 군입대했는데 부사관으로 장기전환 후 오랫만에 휴가나와서 부모님 뵙고 하는 소리가 저 이스라엘로 파견갑니다 하는 상황인거잖아??,5,0,5
다들 이제 청명이 맞먹네ㅋㅋㅋ 발로차고 머리채도 잡고ㅋㅋ,0,0,0
조걸 머리 너무 웃겨ㅠㅠ너무 안어울려서 개웃김,1,0,1
11시에 또 올려주시는 거죠?,0,0,0
운남에 가는방법 보다그냥 아버지한테 필요한 재료 구해달라는게 더 빠르겠다 구할수 있을거 같은데,0,0,0
걸아...옷맵시 그렇게 단정하게 할 수 있었으면서... 뭐 바로하면 어디가 덧나니..?,0,0,0
애들이 점점 청명이 닮아가네ㅋㅋㅋ,1,0,1
ㅇㅁㅇ,0,0,0
아니 힙합하겠다고 4년하라했는데 5년동안하다가 갑자기 집에와서 애들이랑 미국 슬럼가에 가겠다는데 누가보내주냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,1
역시 머리빨이 중요하구나조걸이가 남자로 보ㅇ ㅕ,0,0,0
걸이 진지하니까 어색해..,0,0,0
내가 이 화를 얼마나 기다려왓던가...,0,0,0
너무하세요 작가님앞으로도 너무해주세요,0,0,0
와 조걸 미친 도관 개개개안어울려ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어휴우,0,0,0
하아 쿠키는 많은디 미리보기가 없네 ㅜ 꿀잼이여,0,0,0
헐 조걸이 같이 가게 하려는 속셈으로 말 한 거지?? 진짜 집 있다고 친구 버리는 거 아니지??ㅜㅜ,0,0,0
11시이 또 나오나요?,0,0,0
아니 이거 보고 퇴근하는데 오늘 수요일이였나? 이랬네ㅋㅋㅋㅋ,0,0,0
좃걸 컽ㅋㅋㅋ,0,0,0
걸이가 여기서 매화를 피운다면 그림이 참 이쁘게 잘 흘러갈것 같다는 생각을 해봤습니다,1,0,1
매화분분:떨어지는 매화가 어지러이 날린다점수분분:떨어지는 점수가 어지러이 날린다,3,0,3
중간고사 하루 전 최고의 선택,1,1,0
헌앙이 아니라 험악...네,0,0,0
중간 D-2... 최고의 선택이였습니다... 화산이여...🌸매화 분분:떨어지는 매화가 날린다 점수 분분:떨어지는 점수가 날린다,2,0,2
조걸 매화옷 입고간다는 얘기할때 메화 디테일보소.. 화면에 자수 떠놓은줄,2,0,2
11시에 새로 올라오나요?,0,0,0
5명중에 고아만 3명 ㅠㅠㅋ큐ㅠㅠ큐ㅠ아 뭔가 너무 슬픈데웃겨 ㅋㅋㅋㅋ,0,0,0
"당가 언제 나와묘 기다리다 죽겠어요ㅠㅠㅠㅠ 우리,당잔 우리 당패 우리 담군악 아저씨 우리 당보오오오오오오!! 잘 먹을 준비 됐어요!! 제발 주세요 엉엉",0,4,-4
ㅋㅋㅋㅋ 조걸 그렇게 가겠다고 떼 썼는데 백천 갑자기 데려가지 말라고 하는거 너무 한거 아니냐고 ㅋㅋㅋㅋ,0,0,0
9시 싸랑해요 리코,0,0,0
동룡이:조걸 안 데려 갈게요.급발진 전개 미쳤고,0,0,0
순간 내가 잘못 본줄 알았다9시는 진짜 화요웹툰 아님?,0,0,0
늦었네요 견뎌 ㅋ,0,1,-1
소설로 따지면 184화입니다,1,0,1
중간 마지막 시험 전날 최고의 선택....,0,0,0
아 다음주면 당가 넷째아들인가 걔 나올라나?,0,4,-4
조걸이가 이상하게 잘생겨보여요,1,0,1
걸이 다큿다 내가 다 뿌듯하네,1,0,1
헌앙하다 (軒昂하다)1. 풍채가 좋고 의기가 당당하다. 2. 너그럽고 인색하지 아니하다.,3,0,3
휴무 휴재 는 국가 손해임 ㅠㅠ대한민국 문화재 지원 시급하다 한국의 토리야마 센세임,0,0,0
오늘 썸네일 때문에 들어온사람 개추 ㅋㅋㅋ,0,0,0
ㅏ항ㄱ 이 장면 보고 싶었어 하악학 이제 담비가 담비... 담비가 곧 나온다,0,2,-2
중간고사 봐야하지만 알람 떠서 바로 달려온 1인 　　 ∧＿∧ 　⊂(#`･ω･) 　　/　　ﾉ∪ 　 し―-J |‖ 때려쳐! 그냥 　　　　/⌒/⌒/ 　　 　 ⌒^⌒ 저는 그냥 청명이한테 올인하겠습니다♥︎,1,0,1
아 청명이가 윤종한테 뒷배없냐 물으니까 아무렇지도 않게 나 고아인데..라고 말하는거 왤캐 슬프냐ㅠㅜㅠㅠ,1,0,1
조걸 소단주일때도 가슴 까는 거 개웃기네,0,0,0
유이설 아버지 있었지않나?,0,2,-2
아니 걸이 옷차림 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 머리 ㅋㅋㅋㅋ뭔가 하나씩 단정해지고있어ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
휴재했다고 일찍 올라오는거 감동!!,1,0,1
이제 곧 나온다 사천당가... 당군악... 당소소... 당패.. 그리고 당보 회상까지 이제 진짜 곧이다,2,2,0
아니 조걸 안데려가면 어찌하게 ㅠㅠ,0,0,0
빨리 초록색 당가 보고싶다!,0,1,-1
11시에 한편 더 올라오나요?? ㅎ,3,0,3
화산신룡 전 청명이 오랜만에 보는듯ㅜ진짜 작다..ㄱㅇㅇ,0,0,0
다음화 조금 있다가 10시50분에 올라오는거죠? 쿠키는 넉넉합니다,272,3,269
ㅎㅎ 한명만 빼달래 ㅋㅋㅋㅋㅋㅋㅋ,0,0,0
ㅠㅠㅠㅠ너무재밌음,1,0,1
걸이 보면서 내내 뭔가 어색했는데 닫아놓고있었구나..,3,0,3
저게 맞지 끝까지 책임 질 수 있는 것도 모르고,0,0,0
??? 이게 왜 지금..,1,0,1
그렇게 조걸이 겨우 운남 갈 수 있게 준비했는데 가지 않는다고하면 뭐가되냐고 ㅋㅋㅋ,1,0,1
아니 9시에 올라온다고...? 감사합니다!!,1,0,1
조걸이머리그러고있으니까진짜헌앙해졋네아침나와,1,0,1
오늘 11시에 또 올리실 거라고 믿습니다아니 올려야 할 겁니다 화산귀환은 수요웹툰입니다,2,0,2
내가 썸네일 보고 든 생각'걸이 아버님 안녕하세요.',2204,7,2197
11시에 한회가 더 올라온다면??!?,1,0,1
반플이 하나도없는 화산귀환...독자들의 의견도 어느정도 수렴해주고 억지스럽지않은 개그요소도 군대군대 보이고 스토리도 괜찮고...10점이다...,1,0,1
한사람만 빼면 안되겠습니까 ㅋㅋㅋㅋㅋㅋ,0,0,0
여러분 잊지마세요 이거 수요웹툰입니다그니까 약 3시간 뒤에 하나 더 올라올겁니다,3,0,3
조걸아..너 머리 올려라.. 내리면 산적같은애가 올리니까 멀끔하잔니,0,0,0
청명은 죽어도 믿지 못하는 우리 조걸형..,0,0,0
그와중에 할배 너무 귀엽다,0,0,0
내가 생각한것과는 다르네 조걸이 아버지 좀 더 엄근진일줄 알았는데 친근하시네ㅋㅋ,2,0,2
세상에 리코... 오늘이 수요일인가요? 무슨 청명이가 장강 폴짝폴짝 뛰어넘듯이 오십니까? 정말 감사하고 사랑합니다!,3,0,3
아 진짜 체감 100년이에요 ㅜㅜ,3,0,3
윤종이 역대급 표정 이었다,1,0,1
혹시 10시에 하나 더 올라오나요? 그럼 나 진짜 미쳐 리코팀,2,0,2
알림보고 머릿속에 물음표가..채워질 겨를도 없이 내 손이 반응한다,0,0,0
참 믿음직한데 어디 내놓긴 쫌 불안한 우리 막내...,1,0,1
하나 더 올려주면 쿠키 10개 쓸 자신있음,3,0,3
와씨 도관쓴 조걸 너무자극적임,1,0,1
리코팀때메 또 배고파요 ㅋㅋㅋ,1,0,1
조걸 헌앙하누,1,0,1
내일 시험인데 책 던지고 왔어요♡♡,3,0,3
20화 조걸 : 이건 우리 아버지가 와도 못 살려. 하지만 그걸 살린 은하상단은 대체!?,1888,6,1882
뭐야 언제올라왔어ㅓ,0,0,0
오늘 청명이 등장 이후로 사질들한테 첨으로 순순히 얻어맞음 ㅋㅋㅋ,1,0,1
얼굴개그 너무 남발해서 몰입도가 떨어져요...적절하게나와야 재밌지 뭔 컷 대부분이 얼굴개그니까 찐개그씬으로 나올때도 감흥이없음...,0,7,-7
어?어라?어?응?,1,0,1
11시에 하나 더 올려주면 좋겠는데.. ㅎㅎ;;,3,0,3
ㅇㅖ?,1,0,1
알람뜨길래 11시인줄 알았는데 9시..?😮😮😮😮😮😮,0,0,0
“내가 원래 화산에 있기로 약속했던 기한은 이미 지났다. 예정대로라면 작년에 이미 가문으로 돌아와 집안의 일을 도왔어야 해.”“그런데 왜 안 갔어?” “그야…….” 네놈이 나타났으니까. 하지만 이 말을 청명에게 해 주기는 싫다. 화산귀환 [독점] 183화 | 비가 시리즈에서 보기 http://naver.me/GSkIxmj1 대사 바뀐거 너무 좋다... 원래도 좋았는데 바뀐 버전은 조걸 마음이 더 잘 드러나서 조아...,3197,18,3179
조걸 머리 저렇게 단정하니까 너무 어색하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0
Sasuk....,0,0,0
와이제드디어 사천당가에피 담주까지 어케기다리냐,1,1,0
음식 볼때마다 너무 맛있어 보임...,0,0,0
머리 쫙 올린게 그거같아 엄마가 머리 짱짱하게 묶어주는,2,1,1
정해진 시간아니니까 찐팬들만 모여서 댓글창 너무 깨끗하고 베댓 화력도 미쳤네요 ㅋㅋㅋ그러니까 작가님 다음부턴 조금만 더 일찍..,4,1,3
휴재를 하면 일찍 오신다 메모..,2,0,2
갑자기 조걸이 굉장히 내 스타일이 되었어..,0,0,0
조걸이 한 사람만 빼면 안되겠냐는데 바로 청명이 떠오름ㅋㅋㅋㅋㅎㅋㅎㅋㅋㅋㅋㅎㅋㅎㅋㅋㅋ 할배 업보가 너무 쌓였소....ㅋㅋㅋㅎㅋㅎㅋ,0,1,-1
오늘은 이상한 사람들 11시 아니여서 없는건가 베댓이 많아졋내요👍👍,0,0,0
🌋화산귀환 회차 알리미🌋 이어 보시려면 184화 85%부터 보시면 됩니다! 🌟소설은 네이버 시리즈에 화산귀환 검색하셔서 보시면 됩니다!🌟,637,16,621
리코팀 부자 관계 왜이렇게 잘그림!??!?아니진짜부자관계같다고,2,0,2
이정도면 네이버가 잘못올렸는데 화력 미쳐서 못내리는거 아니나고 ㅋㅋ,1,0,1
조걸:어?,0,0,0
와 11시인줄,0,0,0
11시에 하나 더 올라오는거지?,0,0,0
아니 걸이가 도관을 쓰고 가슴을 여몄다니 세상이 거꾸로 돌아가고있어,3,0,3
3고아 아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,1
고아3 가출1 미쳤냐곸ㅋㅋㅋㅋㄲㅋㅋㅋ,3,0,3
하 애들 밥먹을때 다른애들은 접시에 채소있는데 청명이만 고기밖에 없는거봐 리코팀 사랑해,3,0,3
2시간 뒤에 다시오겠습니다~~,1,0,1
